0.8253008182962143,0.2577127301171002,0.7557778920238847,0.0,0.0,0.0,0.0,oa_miou_mfiou
0.7191109605261962,0.012745627160288467,0.022666611153991965,0.0004630735429506171,0.0006128840633430699,5.3218137814818115e-05,0.00012551743929966843,fiou
0.8529392727371776,0.20139622470532714,0.2797948861354521,0.06361956339770272,0.1580231376889603,0.07265648110727335,0.17555954504780824,iou
0.9206338116814898,0.33527028063489156,0.43724957673543774,0.11962841900814952,0.2729187915956902,0.13547017593605007,0.29868252235690623,f1
0.9442995760637009,0.32344260230987215,0.3672095347689754,0.22368774466382832,0.2738492503507822,0.094217599783886,0.19280650537822708,ua
0.8981252548570127,0.3479958233675023,0.5403051710885234,0.08164653072122284,0.27199463427746734,0.2409830855121331,0.6624595629614424,pa
149617348.0,4048411.0,4309431.0,312391.0,121689.0,21655.0,11747.0,cm
6030929.0,4351622.0,2814142.0,208333.0,45136.0,3096.0,820.0,cm
10120065.0,4045442.0,8648747.0,580765.0,149502.0,6954.0,1146.0,cm
170788.0,29969.0,121323.0,117426.0,80834.0,4319.0,296.0,cm
269372.0,21790.0,83169.0,136374.0,208442.0,32752.0,9257.0,cm
157196.0,4570.0,17384.0,45159.0,86571.0,34877.0,24418.0,cm
222812.0,3007.0,12956.0,37776.0,74172.0,41075.0,93585.0,cm
